ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,15,106,,128,y_bl,0.0016091851990394106
"(1996, 1)",0.0,train,4,1,meeting minutes,,PPI,15,106,,128,y_probe,0.00157006509518192
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,15,77,,128,y_bl,0.0016091851990394106
"(1996, 3)",0.0007914523563137266,train,4,1,meeting minutes,,PPI,15,77,,128,y_probe,0.0017121889295269486
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,15,88,,128,y_bl,0.0018348744383488986
"(1996, 5)",0.013359727189933501,train,4,1,meeting minutes,,PPI,15,88,,128,y_probe,0.0019254409046561476
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,15,124,,128,y_bl,0.005477695417673625
"(1996, 7)",-0.0007809449830729065,train,4,1,meeting minutes,,PPI,15,124,,128,y_probe,0.001684095881227985
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,15,75,,128,y_bl,0.0024370184304523183
"(1996, 8)",0.002341007701973652,train,4,1,meeting minutes,,PPI,15,75,,128,y_probe,0.001972857923361909
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,15,91,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,15,76,,128,y_bl,0.0029723182585282013
"(1996, 9)",-0.0007797271350211687,train,4,1,meeting minutes,,PPI,15,91,,128,y_probe,0.0022026547382964384
"(1996, 9)",-0.0007797271350211687,train,4,1,speech,Governor Laurence H. Meyer,PPI,15,76,,128,y_probe,0.003339375449180158
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,15,20,,128,y_bl,-0.001944837577946359
"(1996, 10)",-0.001561280566956036,train,4,1,speech,Chairman Alan Greenspan,PPI,15,20,,128,y_probe,0.0036733239244306445
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,15,82,,128,y_bl,0.001475507804794513
"(1996, 11)",0.0015612805669524832,train,4,1,meeting minutes,,PPI,15,82,,128,y_probe,0.0013066507401856833
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,15,67,,128,y_bl,0.0012778396429653576
"(1996, 12)",0.006995753366026314,train,4,1,meeting minutes,,PPI,15,67,,128,y_probe,0.0017690236358774993
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,15,11,,128,y_bl,0.0038096032007748494
"(1997, 1)",0.004636793469800615,train,4,1,speech,Governor Laurence H. Meyer,PPI,15,11,,128,y_probe,0.0019829790057620156
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,15,82,,128,y_bl,0.003966910514534653
"(1997, 2)",-0.009295186987123394,train,4,1,meeting minutes,,PPI,15,82,,128,y_probe,0.0019280188332387064
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,15,77,,128,y_bl,-0.0005979936427683044
"(1997, 3)",-0.009382398771913714,train,4,1,meeting minutes,,PPI,15,77,,128,y_probe,0.0019922805012618275
"(1997, 4)",-0.0023594191047697777,train,4,1,speech,Governor Laurence H. Meyer,PPI,15,168,,128,y_bl,-0.003231679080572897
