ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,24,106,,128,y_bl,0.0024560723092352413
"(1996, 1)",0.0,train,4,1,meeting minutes,,CPI,24,106,,128,y_probe,0.002027833687027108
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,24,77,,128,y_bl,0.0024560723092352413
"(1996, 3)",0.005157974040266744,train,4,1,meeting minutes,,CPI,24,77,,128,y_probe,0.0021904582138101048
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,24,88,,128,y_bl,0.0037690434744508125
"(1996, 5)",0.005771096491922201,train,4,1,meeting minutes,,CPI,24,88,,128,y_probe,0.0023722234368433134
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,24,124,,128,y_bl,0.0032827464939015547
"(1996, 7)",0.0038289772370987407,train,4,1,meeting minutes,,CPI,24,124,,128,y_probe,0.0022359373930983823
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,24,75,,128,y_bl,0.0028039742349685653
"(1996, 8)",0.0012730746467983778,train,4,1,meeting minutes,,CPI,24,75,,128,y_probe,0.0021928028256125755
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,24,91,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,24,76,,128,y_bl,0.0010810193760826764
"(1996, 9)",0.0031756139738856604,train,4,1,meeting minutes,,CPI,24,91,,128,y_probe,0.0023510136909774093
"(1996, 9)",0.0031756139738856604,train,4,1,speech,Governor Laurence H. Meyer,CPI,24,76,,128,y_probe,0.0023861031262704334
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,24,20,,128,y_bl,0.0016914811497996231
"(1996, 10)",0.003165561364558478,train,4,1,speech,Chairman Alan Greenspan,CPI,24,20,,128,y_probe,0.0025527110644245
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,24,82,,128,y_bl,0.0019053698311793784
"(1996, 11)",0.0031555721988105745,train,4,1,meeting minutes,,CPI,24,82,,128,y_probe,0.002308071018603841
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,24,67,,128,y_bl,0.002594639077502453
"(1996, 12)",0.00251730781137649,train,4,1,meeting minutes,,CPI,24,67,,128,y_probe,0.002278708666214838
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,24,11,,128,y_bl,0.001944447418225399
"(1997, 1)",0.0018838310123721058,train,4,1,speech,Governor Laurence H. Meyer,CPI,24,11,,128,y_probe,0.002124717279992258
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,24,82,,128,y_bl,0.0018650880983529224
"(1997, 2)",0.00188028886485192,train,4,1,meeting minutes,,CPI,24,82,,128,y_probe,0.002311372482142092
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,24,77,,128,y_bl,0.0019342664469848214
"(1997, 3)",0.000625978111206571,train,4,1,meeting minutes,,CPI,24,77,,128,y_probe,0.0022556382850735875
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,24,168,,128,y_bl,0.0017681049300991034
"(1997, 4)",0.000625586507735143,train,4,1,speech,Governor Laurence H. Meyer,CPI,24,168,,128,y_probe,0.0023518395757148583
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,24,85,,128,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,24,61,,128,y_bl,0.00208690035768782
"(1997, 5)",-2.6645352591003757e-15,train,4,1,meeting minutes,,CPI,24,85,,128,y_probe,0.0023010014710409263
"(1997, 5)",-2.6645352591003757e-15,train,4,1,speech,Chairman Alan Greenspan,CPI,24,61,,128,y_probe,0.0023825635029463867
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,24,116,,128,y_bl,0.0019062534739715646
"(1997, 7)",0.0031220755925041033,train,4,1,meeting minutes,,CPI,24,116,,128,y_probe,0.0021995177432161945
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,24,74,,128,y_bl,0.003101133539671327
"(1997, 8)",0.002490661312451792,train,4,1,meeting minutes,,CPI,24,74,,128,y_probe,0.0022389319394314432
"(1997, 9)",0.0024844733276623288,train,4,1,meeting minutes,,CPI,24,72,,128,y_bl,0.0025405339244907402
