ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,10,1,meeting minutes,,UST,3,106,1 Yr,128,y_bl,-0.0027761937187946208
"(1996, 1)",0.0,train,10,1,meeting minutes,,UST,3,106,1 Yr,128,y_probe,0.002354308275192929
"(1996, 3)",0.07725848313712999,train,10,1,meeting minutes,,UST,3,77,1 Yr,128,y_bl,-0.0027761937187946208
"(1996, 3)",0.07725848313712999,train,10,1,meeting minutes,,UST,3,77,1 Yr,128,y_probe,-0.0027588060814111876
"(1996, 5)",0.03470667976550024,train,10,1,meeting minutes,,UST,3,88,1 Yr,128,y_bl,-0.012769637574383593
"(1996, 5)",0.03470667976550024,train,10,1,meeting minutes,,UST,3,88,1 Yr,128,y_probe,-0.005147176842439607
"(1996, 7)",0.04046286361318216,train,10,1,meeting minutes,,UST,3,124,1 Yr,128,y_bl,-0.0006076492035807542
"(1996, 7)",0.04046286361318216,train,10,1,meeting minutes,,UST,3,124,1 Yr,128,y_probe,-4.603533485997733e-5
"(1996, 8)",-0.031526253646772605,train,10,1,meeting minutes,,UST,3,75,1 Yr,128,y_bl,0.0017201854011910144
"(1996, 8)",-0.031526253646772605,train,10,1,meeting minutes,,UST,3,75,1 Yr,128,y_probe,-0.004743716743127662
"(1996, 9)",0.0193838668210482,train,10,1,meeting minutes,,UST,3,91,1 Yr,128,y_bl,-0.0034729455634614345
"(1996, 9)",0.0193838668210482,train,10,1,meeting minutes,,UST,3,91,1 Yr,128,y_probe,-0.0034431327683943145
"(1996, 10)",-0.02652675433342977,train,10,1,speech,Chairman Alan Greenspan,UST,3,20,1 Yr,128,y_bl,-0.01050722168306808
"(1996, 10)",-0.02652675433342977,train,10,1,speech,Chairman Alan Greenspan,UST,3,20,1 Yr,128,y_probe,0.025951810586315804
"(1996, 11)",-0.029092960941664543,train,10,1,meeting minutes,,UST,3,82,1 Yr,128,y_bl,0.01952302631271628
"(1996, 11)",-0.029092960941664543,train,10,1,meeting minutes,,UST,3,82,1 Yr,128,y_probe,-0.008348671379712572
"(1996, 12)",0.01646880771326753,train,10,1,meeting minutes,,UST,3,67,1 Yr,128,y_bl,0.019955720050410557
"(1996, 12)",0.01646880771326753,train,10,1,meeting minutes,,UST,3,67,1 Yr,128,y_probe,-0.006987064882845571
"(1997, 1)",0.017986096369782656,train,10,1,speech,Governor Laurence H. Meyer,UST,3,11,1 Yr,128,y_bl,0.018552380196997245
"(1997, 1)",0.017986096369782656,train,10,1,speech,Governor Laurence H. Meyer,UST,3,11,1 Yr,128,y_probe,-0.00032940024261355163
"(1997, 2)",-0.012556218775412686,train,10,1,meeting minutes,,UST,3,82,1 Yr,128,y_bl,-0.009227357120394606
"(1997, 2)",-0.012556218775412686,train,10,1,meeting minutes,,UST,3,82,1 Yr,128,y_probe,-0.0031977889942981534
"(1997, 3)",0.0646513306588133,train,10,1,meeting minutes,,UST,3,77,1 Yr,128,y_bl,0.028102488848263222
