ym,y,split,p,fold,event_type,speaker,indicator,layer,nrow,maturity,n_pc,model,yhat
"(1996, 1)",0.0,train,10,1,meeting minutes,,UST,7,106,1 Yr,,y_bl,-0.0027761937187946208
"(1996, 1)",0.0,train,10,1,meeting minutes,,UST,7,106,1 Yr,,y_probe,0.003336071218779452
"(1996, 3)",0.07725848313712999,train,10,1,meeting minutes,,UST,7,77,1 Yr,,y_bl,-0.0027761937187946208
"(1996, 3)",0.07725848313712999,train,10,1,meeting minutes,,UST,7,77,1 Yr,,y_probe,-0.00516930721650435
"(1996, 5)",0.03470667976550024,train,10,1,meeting minutes,,UST,7,88,1 Yr,,y_bl,-0.012769637574383593
"(1996, 5)",0.03470667976550024,train,10,1,meeting minutes,,UST,7,88,1 Yr,,y_probe,-0.003396629280908226
"(1996, 7)",0.04046286361318216,train,10,1,meeting minutes,,UST,7,124,1 Yr,,y_bl,-0.0006076492035807542
"(1996, 7)",0.04046286361318216,train,10,1,meeting minutes,,UST,7,124,1 Yr,,y_probe,-0.000521012163092469
"(1996, 8)",-0.031526253646772605,train,10,1,meeting minutes,,UST,7,75,1 Yr,,y_bl,0.0017201854011910144
"(1996, 8)",-0.031526253646772605,train,10,1,meeting minutes,,UST,7,75,1 Yr,,y_probe,-0.011872861177725192
"(1996, 9)",0.0193838668210482,train,10,1,meeting minutes,,UST,7,91,1 Yr,,y_bl,-0.0034729455634614345
"(1996, 9)",0.0193838668210482,train,10,1,meeting minutes,,UST,7,91,1 Yr,,y_probe,-0.010808753533381078
"(1996, 10)",-0.02652675433342977,train,10,1,speech,Chairman Alan Greenspan,UST,7,20,1 Yr,,y_bl,-0.01050722168306808
"(1996, 10)",-0.02652675433342977,train,10,1,speech,Chairman Alan Greenspan,UST,7,20,1 Yr,,y_probe,-0.0009486930528539057
"(1996, 11)",-0.029092960941664543,train,10,1,meeting minutes,,UST,7,82,1 Yr,,y_bl,0.01952302631271628
