ym,y,p,event_type,speaker,indicator,layer,nrow,maturity,model,yhat
"(1996, 1)",0.0,10,meeting minutes,,UST,8,106,1 Mo,y_bl,-0.0057523533079462475
"(1996, 1)",0.0,10,meeting minutes,,UST,8,106,1 Mo,y_probe,0.009611015633807812
"(1996, 3)",0.07738666361542093,10,meeting minutes,,UST,8,77,1 Mo,y_bl,-0.0057523533079462475
"(1996, 3)",0.07738666361542093,10,meeting minutes,,UST,8,77,1 Mo,y_probe,0.011339219056057361
"(1996, 5)",0.035824726518145805,10,meeting minutes,,UST,8,88,1 Mo,y_bl,-0.015055506877691716
"(1996, 5)",0.035824726518145805,10,meeting minutes,,UST,8,88,1 Mo,y_probe,-0.0012124213397705522
"(1996, 7)",0.013110165924207662,10,meeting minutes,,UST,8,124,1 Mo,y_bl,-0.011913417460334383
"(1996, 7)",0.013110165924207662,10,meeting minutes,,UST,8,124,1 Mo,y_probe,0.016405924984099585
"(1996, 8)",-0.016047025597516695,10,meeting minutes,,UST,8,75,1 Mo,y_bl,-0.00020192582557820442
"(1996, 8)",-0.016047025597516695,10,meeting minutes,,UST,8,75,1 Mo,y_probe,-0.005475914323893052
"(1996, 9)",0.03184060585565751,10,meeting minutes,,UST,8,91,1 Mo,y_bl,-0.0061383372412705285
"(1996, 9)",0.03184060585565751,10,meeting minutes,,UST,8,91,1 Mo,y_probe,-0.005098505528407387
"(1996, 10)",-0.024514565763584573,10,speech,Chairman Alan Greenspan,UST,8,20,1 Mo,y_bl,0.14605318147907356
"(1996, 10)",-0.024514565763584573,10,speech,Chairman Alan Greenspan,UST,8,20,1 Mo,y_probe,-0.03856845031375609
"(1996, 11)",-0.06172011215787131,10,meeting minutes,,UST,8,82,1 Mo,y_bl,-0.0070140801012760915
"(1996, 11)",-0.06172011215787131,10,meeting minutes,,UST,8,82,1 Mo,y_probe,-1.3111764655323156e-5
"(1996, 12)",0.029076264081508763,10,meeting minutes,,UST,8,67,1 Mo,y_bl,0.009893431793614113
"(1996, 12)",0.029076264081508763,10,meeting minutes,,UST,8,67,1 Mo,y_probe,-0.013606851324008412
"(1997, 1)",0.02384613737283403,10,speech,Governor Laurence H. Meyer,UST,8,11,1 Mo,y_bl,0.16802875727837815
"(1997, 1)",0.02384613737283403,10,speech,Governor Laurence H. Meyer,UST,8,11,1 Mo,y_probe,-0.009334472988828573
"(1997, 2)",-0.0073910166463893034,10,meeting minutes,,UST,8,82,1 Mo,y_bl,0.0030366934314220604
"(1997, 2)",-0.0073910166463893034,10,meeting minutes,,UST,8,82,1 Mo,y_probe,-0.002665769398461602
"(1997, 3)",0.029241849594496383,10,meeting minutes,,UST,8,77,1 Mo,y_bl,-0.0037219927172518572
"(1997, 3)",0.029241849594496383,10,meeting minutes,,UST,8,77,1 Mo,y_probe,0.0056578032679627695
